video_tiled_high_dash_track20_init.mp4,1
video_tiled_high_dash_track8_2.m4s,10
video_tiled_high_dash_track13_6.m4s,60
video_tiled_high_dash_track9_2.m4s,12
video_tiled_high_dash_track7_3.m4s,12
video_tiled_high_dash_track13_4.m4s,71
video_tiled_high_dash_track16_2.m4s,50
video_tiled_high_dash_track7_1.m4s,12
video_tiled_high_dash_track10_6.m4s,24
video_tiled_high_dash_track19_3.m4s,99
video_tiled_high_dash_track4_6.m4s,20
video_tiled_high_dash_track24_3.m4s,62
video_tiled_high_dash_track22_2.m4s,88
video_tiled_high_dash_track21_6.m4s,90
video_tiled_high_dash_track14_5.m4s,55
video_tiled_high_dash_track17_3.m4s,156
video_tiled_high_dash_track15_4.m4s,43
video_tiled_high_dash_track7_6.m4s,32
video_tiled_high_dash_track11_6.m4s,27
video_tiled_high_dash_track17_2.m4s,100
video_tiled_high_dash_track25_init.mp4,1
video_tiled_high_dash_track16_1.m4s,80
video_tiled_high_dash_track8_5.m4s,13
video_tiled_high_dash_track22_3.m4s,73
video_tiled_high_dash_track26_1.m4s,33
video_tiled_high_dash_track15_5.m4s,44
video_tiled_high_dash_track22_1.m4s,17
video_tiled_high_dash_track3_2.m4s,7
video_tiled_high_dash_track1_5.m4s,1
video_tiled_high_dash_track26_5.m4s,95
video_tiled_high_dash_track9_3.m4s,14
video_tiled_high_dash_track12_4.m4s,37
video_tiled_high_dash_track16_3.m4s,73
video_tiled_high_dash_track17_6.m4s,86
video_tiled_high_dash_track23_4.m4s,126
video_tiled_high_dash_track2_init.mp4,1
video_tiled_high_dash_track8_6.m4s,27
video_tiled_high_dash_track10_init.mp4,1
video_tiled_high_dash_track16_init.mp4,1
video_tiled_high_dash_track6_2.m4s,10
video_tiled_high_dash_track20_5.m4s,101
video_tiled_high_dash_track17_init.mp4,1
video_tiled_high_dash_track3_6.m4s,20
video_tiled_high_dash_track8_1.m4s,13
video_tiled_high_dash_track23_5.m4s,108
video_tiled_high_dash_track4_4.m4s,8
video_tiled_high_dash_track18_2.m4s,110
video_tiled_high_dash_track10_1.m4s,15
video_tiled_high_dash_track26_init.mp4,1
video_tiled_high_dash_track11_5.m4s,16
video_tiled_high_dash_track26_4.m4s,118
video_tiled_high_dash_track3_4.m4s,7
video_tiled_high_dash_track16_4.m4s,46
video_tiled_high_dash_track11_init.mp4,1
landscape5x5_10s_high.csv,1
video_tiled_high_dash_track12_2.m4s,60
video_tiled_high_dash_track9_6.m4s,28
video_tiled_high_dash_track20_4.m4s,96
video_tiled_high_dash_track25_6.m4s,95
video_tiled_high_dash_track23_init.mp4,1
video_tiled_high_dash_track19_1.m4s,70
video_tiled_high_dash_track15_6.m4s,65
video_tiled_high_dash_track26_3.m4s,93
video_tiled_high_dash_track7_4.m4s,9
video_tiled_high_dash_track14_init.mp4,1
video_tiled_high_dash_track11_4.m4s,11
video_tiled_high_dash_track19_5.m4s,111
video_tiled_high_dash_track4_1.m4s,9
video_tiled_high_dash_track9_1.m4s,14
video_tiled_high_dash_track6_3.m4s,12
video_tiled_high_dash_track21_3.m4s,188
video_tiled_high_dash_track23_2.m4s,97
video_tiled_high_dash_track6_init.mp4,1
video_tiled_high_dash_track1_4.m4s,1
video_tiled_high_dash_track1_6.m4s,1
video_tiled_high_dash_track21_2.m4s,130
video_tiled_high_dash_track24_init.mp4,1
